epoch,train_loss,train_acc,test_loss,test_acc,OA,AA,kappa
18,0.7579727553465141,0.7293130366900858,0.7542354059451963,0.7143414634146341,0.714341463414634,0.5872408841902417,0.6635685498689144
19,0.7119418558061914,0.7496096799375488,0.7442290545672905,0.7239024390243902,0.7239024390243901,0.5892150237379656,0.6745674425492937
20,0.6856848878566405,0.7562451209992194,0.6676927081782643,0.7352195121951219,0.7352195121951218,0.6060994147910956,0.6894536478429657
21,0.6496536160334305,0.7656128024980484,0.6902862264586658,0.7112195121951219,0.7112195121951218,0.5815636970222519,0.6579212671400257
22,0.7375906670493693,0.7371194379391101,0.6077949312256604,0.7822439024390244,0.7822439024390242,0.628358516808885,0.7470652135257103
23,0.5903503124505445,0.7941061670569868,0.6652897912002191,0.7418536585365854,0.7418536585365852,0.6075251585074575,0.6950871269568878
24,0.6588009398584715,0.7560499609679937,0.6150790379687053,0.783219512195122,0.7832195121951218,0.6429808038618243,0.7486914366241118
25,0.6432690556676568,0.7630757220921155,0.6273360656645239,0.752390243902439,0.7523902439024389,0.6343952203612295,0.7153975644775554
26,0.5735936014099479,0.7927400468384075,0.619423221867259,0.7806829268292683,0.7806829268292682,0.680729419479779,0.7500766842211116
27,0.6670264256456511,0.775175644028103,0.935712437780892,0.6109268292682927,0.6109268292682926,0.6268729420720489,0.570913185587243
28,0.7150558361683294,0.7455113192818111,0.6775714123888713,0.7601951219512195,0.7601951219512194,0.6488046282545852,0.7248987242507829
29,0.5584144192594369,0.8019125683060109,0.6146075014719149,0.784,0.7839999999999998,0.6227278663922057,0.7528280001347188
30,0.8265397914399587,0.7636612021857924,0.7439291892167998,0.7073170731707317,0.7073170731707316,0.5894679721972973,0.6730052672623048
31,0.5821018032409734,0.7925448868071819,0.5347742215598502,0.8103414634146342,0.810341463414634,0.6784876529457295,0.7816508232191093
32,0.487251385034387,0.832552693208431,0.47385770444172187,0.8312195121951219,0.8312195121951218,0.6953695311574087,0.8050799833242713
33,0.4852816065152486,0.830015612802498,0.558272778813432,0.8165853658536585,0.8165853658536584,0.7472747157485043,0.7886971970515103
34,0.47283172014167213,0.8327478532396565,0.793429680707978,0.7170731707317073,0.7170731707317072,0.595037234215701,0.662188254592233
35,0.5755136529686021,0.7919594067135051,0.5725175142753415,0.7953170731707317,0.7953170731707315,0.7088144351124688,0.7692870431586183
36,0.475055981633907,0.8306010928961749,0.46216762379902165,0.8286829268292683,0.8286829268292681,0.7125011954458551,0.8013729686599871
37,0.43911283532452716,0.8427010148321624,0.5222269425043246,0.8089756097560976,0.8089756097560974,0.7162124189026237,0.7790466538255644
38,0.43513491970779933,0.8421155347384855,0.88526600670233,0.687219512195122,0.6872195121951218,0.6418428883319378,0.6441136573275962
39,0.5891288940232774,0.7978142076502732,0.46352817893609766,0.8269268292682926,0.8269268292682925,0.7253416674961022,0.7993031132130218
40,0.40537988897602045,0.860655737704918,0.5645659685367491,0.791219512195122,0.7912195121951218,0.7461554341066983,0.7666582698385621
41,0.4237182055898796,0.8483606557377049,0.42233234540427605,0.8390243902439024,0.8390243902439023,0.7320143334760472,0.8148312296545849
42,0.37975042225512373,0.8709992193598751,0.5202206232024402,0.8039024390243903,0.8039024390243901,0.7016468816368433,0.771160670855047
43,0.5026710025826578,0.8188914910226386,0.4131260954228843,0.848780487804878,0.8487804878048779,0.741761477924197,0.825803283964859
44,0.37227621869962724,0.8786104605776737,0.37732145993302507,0.8661463414634146,0.8661463414634145,0.7731711246510866,0.8472128353116135
45,0.36906055748974503,0.8737314597970336,0.4461691691235798,0.8230243902439024,0.8230243902439023,0.7390573768982385,0.7934145810420441
46,0.3811624730754699,0.8657298985167837,0.37729957864342667,0.8600975609756097,0.8600975609756096,0.7814408648132654,0.8385591256145637
47,0.3630974250878327,0.8719750195160031,0.369237008722817,0.8762926829268293,0.8762926829268292,0.7849860264090125,0.8586646538177874
48,0.37790929763974107,0.8628024980483997,0.34350775814056395,0.8776585365853659,0.8776585365853657,0.7878745451229631,0.8590153319706012
49,0.35436846873054834,0.8797814207650273,0.4259681063628778,0.8534634146341463,0.8534634146341462,0.8016042139081172,0.8346111458854019
50,0.3696786031231668,0.8708040593286495,0.39154805215975136,0.8478048780487805,0.8478048780487804,0.7792602026882218,0.8235062090925525
51,0.34771984238628295,0.8770491803278688,0.38183965731830133,0.8696585365853658,0.8696585365853657,0.803245755378321,0.851535663747582
52,0.3431107598552473,0.8793911007025761,0.3481150099126304,0.8842926829268293,0.8842926829268292,0.8256642534931683,0.8680281484935873
53,0.33215962214850525,0.8879781420765027,0.33047599880869793,0.8878048780487805,0.8878048780487803,0.8224233528647207,0.8717280672886035
54,0.30476928387741664,0.900663544106167,0.3492376218656214,0.863609756097561,0.8636097560975609,0.8056910279244991,0.8421791917459052
55,0.30974802344595426,0.8957845433255269,0.6135402196093304,0.7785365853658537,0.7785365853658536,0.7887837169563554,0.7504235318287754
56,0.43519709416891245,0.8520686963309914,0.41977270785773674,0.8536585365853658,0.8536585365853657,0.8169761931811268,0.8326189200378125
57,0.3327032001129265,0.8885636221701796,0.3627208913942663,0.8618536585365854,0.8618536585365852,0.8162517704322538,0.8407334382079061
58,0.3040547803637574,0.8951990632318502,0.4225704584354308,0.8390243902439024,0.8390243902439023,0.7928653685961142,0.813999584017996
59,0.35764891721139563,0.8737314597970336,0.7477922081365818,0.7397073170731707,0.7397073170731706,0.7539047757161691,0.6918680245513061
60,0.49922466040192687,0.8327478532396565,0.3748809506951309,0.8741463414634146,0.8741463414634145,0.8417185570060728,0.8566611164598155
61,0.30134730570303286,0.9004683840749415,0.47310237967095725,0.8204878048780487,0.8204878048780486,0.8270070881181227,0.7992342714200641
62,0.36807000609136575,0.870023419203747,0.4722726455781518,0.8224390243902439,0.8224390243902437,0.8254144593572743,0.7982027136430859
63,0.4336263523447988,0.8538251366120219,0.319861627555475,0.8840975609756098,0.8840975609756097,0.8488152453522317,0.8670378701730215
64,0.32299491304796624,0.8887587822014051,0.3531301774280827,0.8698536585365854,0.8698536585365853,0.8540471732830923,0.8515665952564199
65,0.31676511156207693,0.8895394223263076,0.2815189167813557,0.9114146341463415,0.9114146341463413,0.8779615063306048,0.8986354879422689
66,0.26609094504915487,0.9129586260733802,0.3035257760489859,0.9006829268292683,0.9006829268292681,0.8797219345543756,0.8865870839020029
67,0.269981913448869,0.9129586260733802,0.28743828708369557,0.9024390243902439,0.9024390243902437,0.8836065563069883,0.8881127442783334
68,0.2629420671213613,0.9104215456674473,0.37636860293876834,0.8536585365853658,0.8536585365853657,0.8468132040770943,0.8333643375005265
69,0.3304105675099512,0.8832943013270882,0.4151408954248196,0.8257560975609756,0.8257560975609755,0.8458088448490511,0.8042650450474859
70,0.3173849771815664,0.8891491022638564,0.4306367267282998,0.8228292682926829,0.8228292682926828,0.8205565981594566,0.8013949004722755
71,0.3550672003276687,0.8657298985167837,0.34158178103842385,0.8846829268292683,0.8846829268292682,0.8885906697975734,0.8692626701625705
72,0.2587748374862656,0.9151053864168618,0.2793747153398467,0.9008780487804878,0.9008780487804876,0.865388097820469,0.8857568123002957
73,0.27799247420457635,0.9102263856362217,0.28162790554325756,0.9082926829268293,0.9082926829268291,0.8927537330218531,0.8953974441139638
74,0.25501818448933283,0.9186182669789227,0.27896671776655246,0.8967804878048781,0.8967804878048778,0.877252520560018,0.8810775152416133
75,0.27128732681367473,0.9086651053864169,0.26013722866337474,0.9184390243902439,0.9184390243902437,0.9079636488557123,0.9066026651309866
76,0.23531582495553896,0.9223263075722092,0.2500124470547932,0.9155121951219513,0.915512195121951,0.9083962240658441,0.9032044627939293
77,0.22656394734362156,0.9264246682279469,0.24602849881241962,0.92,0.9199999999999998,0.9066873993514906,0.9082406791624763
78,0.2248402420841419,0.9287665886026542,0.2401364146441948,0.9215609756097561,0.9215609756097559,0.8982010121353907,0.9102223426848841
79,0.22066822032692096,0.9289617486338798,0.241065699274947,0.9164878048780488,0.9164878048780486,0.9023033942789488,0.9041115993217496
80,0.22160531768312128,0.9272053083528493,0.23782040223842713,0.9262439024390244,0.9262439024390242,0.9118771645550028,0.9156600253325087
81,0.22084685590097813,0.9299375487900078,0.23336149008681134,0.9256585365853659,0.9256585365853657,0.9032564017901183,0.9149562720286051
82,0.21535357089595436,0.932279469164715,0.2338338481623952,0.9270243902439025,0.9270243902439023,0.8936271339347497,0.9165461500324072
83,0.21766693890094757,0.9313036690085871,0.25187656807317965,0.9118048780487805,0.9118048780487803,0.903356851707808,0.8989619226229503
84,0.23009472871366465,0.9268149882903981,0.23427529076832096,0.9254634146341464,0.9254634146341462,0.9135224737769249,0.9148043031660409
85,0.2172081669636949,0.9326697892271663,0.23546650877231504,0.9227317073170732,0.922731707317073,0.9081399806661379,0.9113499805785065
86,0.20927267880480704,0.9365729898516784,0.2301562160864109,0.9235121951219513,0.923512195121951,0.9131854673167004,0.9123860522596932
87,0.20460733053602342,0.9381342701014832,0.23063480070160655,0.9227317073170732,0.922731707317073,0.9111791661131012,0.9113113647123176
88,0.20816766324683525,0.9338407494145199,0.22823045586376656,0.9248780487804878,0.9248780487804876,0.9113309419519103,0.9139674407657132
89,0.20685579441051571,0.9324746291959407,0.22489553011917487,0.9297560975609757,0.9297560975609754,0.9138909847295631,0.9196070514670794
90,0.20797067582839918,0.934816549570648,0.23818352620194597,0.9229268292682927,0.9229268292682925,0.9097367484222998,0.9117181130283787
91,0.2581155921429233,0.9131537861046057,0.25530854327504227,0.911609756097561,0.9116097560975608,0.9095714144354801,0.8991997021862773
92,0.22073216228633188,0.9279859484777517,0.223900858855829,0.9287804878048781,0.9287804878048779,0.917237467698255,0.9184432362079581
93,0.1993429807133269,0.9393052302888368,0.2207719896828256,0.927609756097561,0.9276097560975608,0.9156852484021272,0.9171092953628944
94,0.20019157158151257,0.9375487900078064,0.22236049191544696,0.9246829268292683,0.9246829268292681,0.9143039458655489,0.9136267608974801
95,0.19779359298023183,0.939695550351288,0.2253201908948945,0.926829268292683,0.9268292682926828,0.9124004426254168,0.9161969188275532
96,0.19904039923616398,0.9391100702576113,0.21961007792775225,0.9303414634146342,0.930341463414634,0.9202937355193841,0.9203597014441885
97,0.1944005947115131,0.9406713505074161,0.20939636462490732,0.928,0.9279999999999998,0.9169259055753376,0.9175927428876538
98,0.19282951169326656,0.9406713505074161,0.21343068855419392,0.9305365853658537,0.9305365853658535,0.9194762242166221,0.9204952104726793
99,0.19371245888692154,0.9385245901639344,0.20434677549687827,0.9283902439024391,0.9283902439024388,0.9149077541090718,0.9179021160564926
100,0.2091048059870171,0.9330601092896175,0.22886027801327588,0.9250731707317074,0.9250731707317071,0.9175892447055126,0.9143509433528098
101,0.1946273301782597,0.9387197501951601,0.21456378201740545,0.9309268292682927,0.9309268292682925,0.9176046241796052,0.920903480402758
102,0.19182468174864406,0.9393052302888368,0.21488272820449458,0.9315121951219513,0.931512195121951,0.9197731483967339,0.9216258328041201
103,0.1914767969827183,0.9408665105386417,0.2184338184449731,0.9315121951219513,0.931512195121951,0.9203233995460405,0.9217467019196005
104,0.20408893776163284,0.9359875097580016,0.21503465347755246,0.9317073170731708,0.9317073170731706,0.9184840851252234,0.9217835623943385
105,0.19170734987308466,0.9428181108508977,0.2168637806496969,0.9262439024390244,0.9262439024390242,0.9149831189596054,0.9154370684595458
106,0.1896871317419384,0.9410616705698673,0.2128546481714016,0.9346341463414635,0.9346341463414632,0.9216810931391275,0.9252085426503394
107,0.18903935593054874,0.9420374707259953,0.21326816070370558,0.9324878048780488,0.9324878048780486,0.919615279341139,0.9226782737253977
108,0.19075925058738316,0.9393052302888368,0.2122661071870385,0.9326829268292683,0.9326829268292681,0.9193776076695443,0.9229340741937996
109,0.1884614270846421,0.9406713505074161,0.21363595343799127,0.9287804878048781,0.9287804878048779,0.916574436890903,0.918364606479583
110,0.18997606069756895,0.9389149102263856,0.2119645767211914,0.9328780487804879,0.9328780487804876,0.9188429150946471,0.9231379592965029
111,0.18999800823518395,0.9435987509758001,0.21249965249038325,0.9319024390243903,0.9319024390243901,0.9192170897062572,0.9219924216027721
112,0.19072806828195094,0.939695550351288,0.21830922773407727,0.9299512195121952,0.929951219512195,0.9202118473987269,0.9198192935284255
113,0.19031803826397978,0.9393052302888368,0.21415922925530412,0.9319024390243903,0.9319024390243901,0.9191645302312421,0.9219789501388852
114,0.1883222957946517,0.9426229508196722,0.21228953759263203,0.9330731707317074,0.9330731707317071,0.9206192312996366,0.9233542311811117
115,0.18758410489903493,0.9426229508196722,0.21218756919953882,0.9320975609756098,0.9320975609756096,0.9197760459551805,0.9222377935561781
116,0.18717084218116126,0.9424277907884465,0.2120735516431855,0.9330731707317074,0.9330731707317071,0.9200341763889631,0.9233561092609645
117,0.18703418285538684,0.9424277907884465,0.21193999034602468,0.9324878048780488,0.9324878048780486,0.9196669691928976,0.9226785164781974
118,0.18697802713148115,0.942232630757221,0.21194072683846077,0.9326829268292683,0.9326829268292681,0.9199510181997985,0.9229063052984762
119,0.18695338350734517,0.9420374707259953,0.21200946133311202,0.9322926829268293,0.9322926829268291,0.9197145641418083,0.9224580396989447
120,0.18694171317613842,0.942232630757221,0.21200847509430676,0.9322926829268293,0.9322926829268291,0.9197145641418083,0.9224580396989447
