epoch,train_loss,train_acc,test_loss,test_acc,OA,AA,kappa,lr,seconds
20,0.10668731127065155,0.9812646370023419,0.2105883954850639,0.9387317073170731,0.9389268292682926,0.8551114659573152,0.9303888188853436,0.00993525131318956,1.3491108417510986
21,0.13058357089459838,0.9720921155347385,0.22363529197035767,0.9354146341463415,0.9358048780487805,0.8777976917712649,0.9268217314665145,0.00992863040465825,1.3472175598144531
22,0.10447865389103897,0.9800936768149883,0.2047006158596132,0.9438048780487804,0.944,0.8787189900788775,0.9361701592136571,0.009921689684362984,1.3636188507080078
23,0.09474887962272764,0.9845823575331772,0.20931602233212168,0.9369756097560976,0.9371707317073171,0.8795565858940487,0.9285304898609658,0.009914429602677157,1.3743879795074463
24,0.09641553335321469,0.9820452771272443,0.17207016235444603,0.9516097560975609,0.952,0.8798981087246494,0.9453211492850374,0.009906850630697062,1.512150764465332
25,0.09922221089930656,0.9836065573770492,0.1334637797998219,0.9642926829268292,0.9650731707317073,0.9056809892726865,0.9601961505929911,0.009898953260211334,1.722747564315796
26,0.08882230785886185,0.9847775175644028,0.13588507776434827,0.9625365853658536,0.9635121951219512,0.8956294075301946,0.9584336971332685,0.009890738003669023,2.265932321548462
27,0.0834031032633173,0.9869242779078845,0.11418569904711189,0.9664390243902439,0.9678048780487805,0.8957684692389913,0.963270453943093,0.009882205394146356,1.9995176792144775
28,0.07964865845383802,0.9873145979703357,0.11349482976808781,0.9666341463414634,0.967609756097561,0.8918078272296133,0.9630684410484629,0.009873355985312136,1.949077844619751
29,0.08305060672977245,0.9884855581576893,0.13122724936648114,0.9660487804878048,0.9672195121951219,0.897708208637342,0.9626771583298666,0.009864190351391817,1.647477149963379
30,0.08603374403119843,0.9861436377829821,0.16596207511134264,0.9566829268292683,0.9582439024390244,0.9090741334958454,0.9525031850041111,0.009854709087130256,1.8226325511932373
31,0.09504095391642264,0.9845823575331772,0.15436744406746655,0.9568780487804878,0.9615609756097561,0.9295129156277626,0.9561811517301159,0.0098449128077531,1.4816093444824219
32,0.08670224863846818,0.9879000780640125,0.14194478775815267,0.960780487804878,0.9631219512195122,0.9014554338392871,0.9579699515907567,0.00983480214892688,1.9451096057891846
33,0.0910393311242245,0.9857533177205309,0.15718778776831743,0.9525853658536585,0.9537560975609756,0.8815818591229375,0.9471397565432462,0.009824377766717756,1.6968226432800293
34,0.09310784924882234,0.9834113973458236,0.14874901424675452,0.9625365853658536,0.9639024390243902,0.9092461226836551,0.9588912988168672,0.00981364033754895,1.5025053024291992
35,0.09132255853941136,0.9849726775956285,0.12305985504243432,0.9648780487804878,0.9672195121951219,0.8481463360797799,0.9626690736514896,0.00980259055815686,1.6472768783569336
36,0.08573515095368499,0.9867291178766588,0.10315443502693641,0.9728780487804878,0.9732682926829268,0.8997609488215036,0.9695316062420793,0.009791229145545827,1.8887567520141602
37,0.08065090912385502,0.9882903981264637,0.154070899969194,0.9598048780487805,0.9601951219512195,0.8575444791884208,0.9546268208998887,0.009779556836941641,1.3685839176177979
38,0.09614640923304546,0.9812646370023419,0.1655084948481583,0.9580487804878048,0.9592195121951219,0.8783958357420674,0.953444081762124,0.009767574389743678,1.3531105518341064
39,0.07961218808737644,0.9875097580015613,0.13166570036585737,0.9621463414634146,0.9666341463414634,0.9322371219263823,0.9619930190755036,0.009755282581475764,1.3516805171966553
40,0.08051970398386506,0.9869242779078845,0.14395163573869846,0.96,0.9617560975609756,0.8801329528993218,0.9563823594021504,0.009742682209735723,1.3631632328033447
41,0.09004981175976007,0.9849726775956285,0.14168237980400644,0.9590243902439024,0.9613658536585366,0.9015368427736854,0.9559986759059546,0.009729774092143623,1.3659844398498535
42,0.07888614962507798,0.9884855581576893,0.10700217248753803,0.9668292682926829,0.968780487804878,0.8969445094420443,0.9644299696591979,0.00971655906628871,1.7245869636535645
43,0.08441598816217882,0.9877049180327869,0.12394775174885261,0.9640975609756097,0.9654634146341463,0.8954064052450652,0.9605976089041476,0.009703037989675083,1.4898219108581543
44,0.08307388391202879,0.9879000780640125,0.129875209200673,0.9660487804878048,0.9670243902439024,0.9084333048125526,0.9623982364626379,0.009689211739666019,1.766894817352295
45,0.08009729116873715,0.9882903981264637,0.11604786272165252,0.9713170731707317,0.9717073170731707,0.8962995513967439,0.9677320590899869,0.009675081213427071,1.8047914505004883
46,0.08398348636267987,0.9873145979703357,0.11075269217607452,0.9699512195121951,0.9703414634146341,0.896804688428717,0.966199307367835,0.009660647327867837,1.6155712604522705
47,0.08451620653937542,0.9884855581576893,0.11903605462283623,0.9664390243902439,0.9722926829268292,0.9349873853578872,0.9684665141244668,0.009645911019582462,1.5783586502075195
48,0.0853450936741493,0.9880952380952381,0.10259457490793089,0.9689756097560975,0.9719024390243902,0.9268907756348235,0.9679694061823039,0.009630873244788878,2.287113666534424
49,0.08043282760589279,0.9884855581576893,0.10963736442240272,0.9713170731707317,0.9742439024390244,0.9268675797535686,0.9706621278036641,0.009615534979266739,2.2725586891174316
50,0.07752130147099501,0.9884855581576893,0.11952279003509661,0.9711219512195122,0.9717073170731707,0.9026392054540517,0.9677746086856368,0.009599897218294117,2.182497978210449
51,0.0774653137995586,0.9880952380952381,0.11054760119973159,0.9720975609756097,0.9728780487804878,0.9003533163322646,0.9690858368977651,0.009583960976582909,2.1622939109802246
52,0.07825948078196952,0.9882903981264637,0.12027768380758239,0.9717073170731707,0.9726829268292683,0.9045497041195503,0.9688790151871707,0.009567727288213,2.2104899883270264
53,0.07534550609251384,0.9886807181889149,0.13989605601531704,0.9621463414634146,0.9637073170731707,0.9019799949528209,0.9585505867423709,0.00955119720656517,2.384036064147949
54,0.07889216793770121,0.9888758782201406,0.1076602378647502,0.9713170731707317,0.9724878048780488,0.9087250375035749,0.9686175228981883,0.009534371804252723,2.33967661857605
55,0.08243759382086473,0.9882903981264637,0.17041994069262248,0.9594146341463414,0.9601951219512195,0.8741646503955214,0.9547160141845642,0.009517252173051906,1.7539138793945312
56,0.07774681058434398,0.9877049180327869,0.1346961931775256,0.9644878048780487,0.968780487804878,0.928217003246766,0.9644867923565702,0.009499839423831055,1.3148691654205322
57,0.08152889553312093,0.9882903981264637,0.15820620140215247,0.9553170731707317,0.9588292682926829,0.9210724336048213,0.952951182873939,0.009482134686478513,1.3270032405853271
58,0.0778933490088877,0.9879000780640125,0.10680043168765743,0.9693658536585366,0.9711219512195122,0.9201733063694937,0.9670873754896105,0.009464139109829316,1.9757962226867676
59,0.08504229526952997,0.9867291178766588,0.10497902392759556,0.9715121951219512,0.9732682926829268,0.911412053941886,0.9695547700851253,0.009445853861590641,1.9652953147888184
60,0.07886597350589454,0.9867291178766588,0.11475919562432824,0.9705365853658536,0.9709268292682927,0.9067815497646208,0.966890212562559,0.009427280128266043,1.870591163635254
61,0.07471781070173299,0.9884855581576893,0.18177642469871336,0.9445853658536585,0.945560975609756,0.8482091973734064,0.9380002311969697,0.009408419115078465,1.82379150390625
62,0.09656225895173964,0.9816549570647931,0.09983118307008976,0.9724878048780488,0.9736585365853658,0.9163444318559388,0.9699996825982679,0.009389272045892018,1.947695255279541
63,0.07924719659719183,0.9877049180327869,0.14733687005391935,0.9621463414634146,0.9635121951219512,0.9137930022968388,0.9584886080655828,0.009369840163132585,1.9545390605926514
64,0.0822630385189571,0.9863387978142076,0.11134263154646246,0.9726829268292683,0.9738536585365853,0.9099764708498383,0.9701992603081051,0.009350124727707191,2.100248098373413
65,0.07995992810316355,0.9880952380952381,0.11725944637234618,0.9695609756097561,0.9717073170731707,0.9259658907901537,0.9677586433626755,0.009330127018922189,2.5388453006744385
66,0.07640277684570249,0.9884855581576893,0.11316398339736752,0.9678048780487805,0.9711219512195122,0.9343398830407574,0.9670825176835449,0.009309848334400241,2.251150608062744
67,0.08849200163804326,0.9865339578454333,0.11926850967872434,0.9670243902439024,0.9713170731707317,0.935899796117737,0.9673330372945168,0.009289289989996128,2.117551565170288
68,0.08222103652543956,0.9853629976580797,0.17613418058360494,0.944780487804878,0.9467317073170731,0.9031404870111465,0.939453082992973,0.009268453319711356,2.122615098953247
69,0.0787690469524754,0.9863387978142076,0.10734103030111732,0.9701463414634146,0.9758048780487805,0.9500598079441793,0.9724372688720784,0.009247339675607601,1.865412712097168
70,0.07897733729090949,0.9865339578454333,0.10070852822210731,0.9715121951219512,0.9750243902439024,0.9355622274340849,0.9715638869513656,0.00922595042771897,2.0059773921966553
71,0.08053035669957173,0.9871194379391101,0.11672996679747977,0.9724878048780488,0.9758048780487805,0.9369454224085023,0.9724489434050574,0.009204286963963106,1.3453717231750488
72,0.07696746715550237,0.9880952380952381,0.11989445845382969,0.9666341463414634,0.969170731707317,0.9260766865555934,0.964844426329634,0.009182350690051128,1.335045576095581
73,0.07493801872303403,0.9880952380952381,0.09472543393111811,0.9775609756097561,0.9800975609756097,0.9290832532738263,0.9773345372440921,0.009160143029396417,1.529325008392334
74,0.08346069270988837,0.9865339578454333,0.10435753643221972,0.9740487804878049,0.9765853658536585,0.9183443614555222,0.9733315710488576,0.009137665423022244,2.6010632514953613
75,0.07844763484679505,0.9879000780640125,0.12805385466901267,0.9648780487804878,0.9670243902439024,0.8728028959130085,0.9624664283354383,0.009114919329468276,1.8332316875457764
76,0.08460775561318831,0.9867291178766588,0.0849358989029396,0.9781463414634146,0.9818536585365853,0.943186574167933,0.9793355680040498,0.00909190622469593,1.830174446105957
77,0.06826835574751616,0.9888758782201406,0.13034994149498824,0.961170731707317,0.9654634146341463,0.9216124624807035,0.9606074732568332,0.009068627601992592,1.3705346584320068
78,0.07279366709580565,0.9886807181889149,0.12161548198723211,0.9711219512195122,0.9744390243902439,0.939074653601672,0.9709106820698188,0.009045084971874732,1.0893383026123047
79,0.0766665330983678,0.9879000780640125,0.1256185038874789,0.967609756097561,0.9701463414634146,0.9284922388691297,0.9659967592792149,0.009021279861989879,1.056206464767456
80,0.0747762041356906,0.9886807181889149,0.10794745387100592,0.9709268292682927,0.9750243902439024,0.9473780872846134,0.971578403746105,0.008997213817017501,1.0023226737976074
81,0.07530539373377924,0.9879000780640125,0.11519552555898341,0.967609756097561,0.9720975609756097,0.9399886743192841,0.9682628746415269,0.008972888398568767,0.9529736042022705
82,0.08187950882318398,0.9853629976580797,0.15005125151756332,0.9594146341463414,0.960780487804878,0.9175792873968442,0.955450299357122,0.008948305185085222,0.9479882717132568
83,0.08679594093759942,0.9853629976580797,0.11091545627756817,0.9654634146341463,0.9713170731707317,0.9495815563807317,0.9673137364567582,0.008923465771736356,1.0627405643463135
84,0.07555383208202697,0.9882903981264637,0.08221147484023397,0.9758048780487805,0.9787317073170732,0.9352200149217011,0.9757739079057658,0.008898371770316108,1.0873889923095703
85,0.07468078694136189,0.9886807181889149,0.099716046600807,0.9724878048780488,0.976390243902439,0.8914793187911114,0.9731087930744989,0.008873024809138269,1.1136579513549805
86,0.07722193558895227,0.9869242779078845,0.09329612240849472,0.9758048780487805,0.9793170731707317,0.9420652400176941,0.9764274077846267,0.008847426532930826,1.0156614780426025
87,0.08243769969028522,0.9863387978142076,0.12540841070617118,0.9594146341463414,0.9635121951219512,0.9256013966355271,0.9584434642057248,0.008821578602729238,1.054589033126831
88,0.07587055085429734,0.9867291178766588,0.09079609880214784,0.9748292682926829,0.9785365853658536,0.9463631702243709,0.9755558841268692,0.008795482695768655,1.0334141254425049
89,0.07566027793966766,0.9884855581576893,0.09972437680639872,0.9732682926829268,0.9775609756097561,0.9505127888009294,0.9744497112660223,0.008769140505375082,1.0610668659210205
90,0.06985487963893043,0.9888758782201406,0.09388209070228949,0.975609756097561,0.9806829268292683,0.956519299467349,0.9780076106779048,0.008742553740855504,1.051067590713501
91,0.0763892321033108,0.9884855581576893,0.08878698421687614,0.9773658536585366,0.9800975609756097,0.9399341100020093,0.9773327190438765,0.00871572412738697,0.9916648864746094
92,0.07332900840011887,0.9892661982825918,0.11454645054514816,0.967609756097561,0.9719024390243902,0.9249890637833307,0.9679835520487663,0.008688653405904651,1.0076673030853271
93,0.07754807862392092,0.9882903981264637,0.1003068625025633,0.9732682926829268,0.9754146341463414,0.9255506917448673,0.9719939112182482,0.008661343332988868,1.0067713260650635
94,0.07962773768518448,0.9875097580015613,0.09694019938096768,0.9734634146341463,0.976390243902439,0.9108650650930583,0.9730937184240331,0.008633795680751115,0.9990453720092773
95,0.07383819472169754,0.9877049180327869,0.10763017013596325,0.9670243902439024,0.9717073170731707,0.9375334492393088,0.9677381122676791,0.008606012236719073,0.9907972812652588
96,0.07790434645535388,0.9861436377829821,0.08835392122297753,0.976390243902439,0.9802926829268293,0.9377784247479857,0.9775594729782889,0.008577994803720606,0.9664928913116455
97,0.08065851613410997,0.9865339578454333,0.09856658073750937,0.9752195121951219,0.9795121951219512,0.9537211064741333,0.9766721348699791,0.008549745199766793,0.9822661876678467
98,0.07550384594468512,0.9882903981264637,0.08368569126652509,0.976390243902439,0.9793170731707317,0.9393535891326668,0.9764170539710643,0.008521265257933949,0.9634096622467041
99,0.06936254826462322,0.9884855581576893,0.11715820257838179,0.9693658536585366,0.9744390243902439,0.9469588447768423,0.9708712847248344,0.008492556826244686,0.9578590393066406
100,0.06948385698272601,0.9890710382513661,0.07948521984786522,0.9806829268292683,0.9849756097560975,0.951440824546032,0.9828854173650919,0.008463621767547998,1.0352060794830322
101,0.07137674950812067,0.9884855581576893,0.10786236644081953,0.9765853658536585,0.9822439024390244,0.9617297460391441,0.9798018841469422,0.008434461959398377,0.9886021614074707
102,0.07415316451352183,0.9884855581576893,0.13038960613273992,0.9613658536585366,0.9664390243902439,0.9342260348390167,0.9617075604436276,0.008405079293933988,0.9665672779083252
103,0.07444983332219426,0.9879000780640125,0.13248693985546509,0.9720975609756097,0.976780487804878,0.9398541501086578,0.9735812806582226,0.008375475677753883,1.0285115242004395
104,0.08421718061572285,0.9879000780640125,0.08547696564037625,0.9777560975609756,0.9806829268292683,0.9148353763168395,0.9779903181258487,0.008345653031794294,0.9498205184936523
105,0.06915767786982212,0.9873145979703357,0.11111925039931042,0.9748292682926829,0.9777560975609756,0.9388845738481988,0.9746757323427112,0.008315613291203979,0.9930074214935303
106,0.07820132858382361,0.9888758782201406,0.08987655495143518,0.977170731707317,0.9814634146341463,0.9510176658859104,0.9789019452114013,0.008285358405218657,0.959230899810791
107,0.07011834763744403,0.9886807181889149,0.08815611208066708,0.9793170731707317,0.983609756097561,0.9521086403659473,0.9813428194731212,0.008254890337034523,0.9627995491027832
108,0.07474617477507126,0.9888758782201406,0.07288316883691927,0.9797073170731707,0.9851707317073171,0.9548382991888198,0.9831046811831651,0.008224211063680856,0.9368462562561035
109,0.0797471683526922,0.9886807181889149,0.10658213228132667,0.969170731707317,0.9740487804878049,0.9460318116308459,0.970455432141291,0.008193322575891743,0.9718642234802246
110,0.07401304293436978,0.9886807181889149,0.11134952315470067,0.9720975609756097,0.976780487804878,0.9385559494208837,0.9735790797691499,0.008162226877976889,0.9763007164001465
111,0.07901468484100481,0.9871194379391101,0.10795800807708647,0.9750243902439024,0.9785365853658536,0.9454056995017301,0.9755721140873918,0.008130925987691572,0.9326648712158203
112,0.07530966696000799,0.9884855581576893,0.08934015662204929,0.9799024390243902,0.984390243902439,0.9467088450851571,0.9822201823133833,0.008099421936105704,1.0351412296295166
113,0.07329644049771543,0.9884855581576893,0.08548367145003342,0.9769756097560975,0.9824390243902439,0.9571334871873804,0.979996003971395,0.008067716767472047,0.933354377746582
114,0.07114945562170334,0.9886807181889149,0.09367497423800027,0.9742439024390244,0.9810731707317073,0.9644873869955644,0.9784350657434974,0.00803581253909356,0.9193623065948486
115,0.07512511929917345,0.9890710382513661,0.07354332409253934,0.9818536585365853,0.9869268292682927,0.9529425167215733,0.9851166049795906,0.008003711321189898,0.9300012588500977
116,0.0714817202126914,0.9888758782201406,0.0879282240954841,0.9746341463414634,0.9802926829268293,0.9513754305255123,0.9775375836745349,0.007971415196763091,0.9556026458740234
117,0.0668945782079967,0.9894613583138173,0.08826592859989259,0.9765853658536585,0.9818536585365853,0.9548986044774801,0.9793135128756211,0.007938926261462368,0.9421815872192383
118,0.07494073323025764,0.9890710382513661,0.07015315740719075,0.9781463414634146,0.984780487804878,0.9611727624083966,0.982664004158384,0.007906246623448186,0.9432108402252197
119,0.06944466282680462,0.9879000780640125,0.08245025851377627,0.9765853658536585,0.9826341463414634,0.9622263671039382,0.9802291472714728,0.007873378403255422,0.9642994403839111
120,0.07722892470593846,0.9880952380952381,0.07892245432516423,0.9761951219512195,0.9828292682926829,0.9649905475492889,0.9804401699059654,0.007840323733655782,0.9426343441009521
121,0.07128944425501225,0.9882903981264637,0.13051423757250716,0.9633170731707317,0.9672195121951219,0.9270332239785329,0.9626263996000981,0.007807084759519407,0.9563992023468018
122,0.07555494981179571,0.9880952380952381,0.1171001825623396,0.9742439024390244,0.9773658536585366,0.9409533843011242,0.9742339531053612,0.007773663637675696,0.9523239135742188
123,0.07859245958650059,0.9867291178766588,0.1170458979315874,0.968780487804878,0.9719024390243902,0.9301793992794197,0.9680003080295552,0.007740062536773352,0.9699752330780029
124,0.06731761291595488,0.9892661982825918,0.09407064646046336,0.9777560975609756,0.9824390243902439,0.9071902616264516,0.9800059412156032,0.007706283637139659,0.9215190410614014
125,0.07699724402392077,0.9879000780640125,0.08689356408468107,0.9783414634146341,0.9814634146341463,0.9339140098987089,0.9788888193192528,0.007672329130639009,0.9101004600524902
126,0.06896134990810546,0.9884855581576893,0.11379122437500372,0.9627317073170731,0.9674146341463414,0.9361862449092728,0.9628554753253593,0.007638201220530666,0.9290907382965088
127,0.07118682635135246,0.9880952380952381,0.07776534272403252,0.9793170731707317,0.9830243902439024,0.9524322335418857,0.9806690387694431,0.007603902121325813,0.959014892578125
128,0.0747021254948882,0.9888758782201406,0.0939139032654646,0.9746341463414634,0.9769756097560975,0.8738218747545576,0.9737610132696164,0.007569434058643845,0.9605193138122559
129,0.07038882115323629,0.9892661982825918,0.10750450975138967,0.9701463414634146,0.9742439024390244,0.9107473263892691,0.9706325730736682,0.007534799269067953,0.9539730548858643
130,0.08236094703352563,0.9859484777517564,0.0956677377921779,0.9744390243902439,0.9793170731707317,0.9533407492928607,0.9764478451458283,0.007500000000000001,0.9451546669006348
131,0.07710516145983587,0.9882903981264637,0.09199435621063884,0.9777560975609756,0.9816585365853658,0.9472062248702166,0.9791002554779564,0.0074650385095146885,0.9758942127227783
132,0.074186165570256,0.9884855581576893,0.10659466850466845,0.9697560975609756,0.9750243902439024,0.9510088731469517,0.9715848621125113,0.00742991706621303,0.9686784744262695
133,0.06679222042215036,0.9892661982825918,0.08274596324199583,0.9791219512195122,0.9859512195121951,0.974666724405834,0.9839974007268563,0.007394637949075154,0.9825727939605713
134,0.07391556409266861,0.9884855581576893,0.0967662911473251,0.9736585365853658,0.9812682926829268,0.9437848644382891,0.9786571189374993,0.007359203447312411,0.9869117736816406
135,0.07017632708924762,0.9888758782201406,0.07608946169294963,0.976390243902439,0.9826341463414634,0.9582699011008142,0.9802096593783545,0.0073236158602188435,1.0154778957366943
136,0.06666925588475829,0.9894613583138173,0.07981296830933268,0.9795121951219512,0.9849756097560975,0.9617162949120042,0.9828947074696975,0.007287877497021976,1.1816158294677734
137,0.07151399881620422,0.9888758782201406,0.0928969959980104,0.9754146341463414,0.9812682926829268,0.9481172349711444,0.9786916361423632,0.007251990676732985,1.035728931427002
138,0.07338798337159452,0.9888758782201406,0.07840923062911848,0.9787317073170732,0.984,0.9610658532050764,0.9817744033258406,0.007215957727996208,1.043459177017212
139,0.06867966175938693,0.9890710382513661,0.0726643942914358,0.9816585365853658,0.9867317073170732,0.9620054868958114,0.9848916907637335,0.007179780988938051,1.0915601253509521
140,0.06859095349717394,0.9886807181889149,0.08594454322064796,0.9783414634146341,0.9857560975609756,0.9784916734613512,0.9837874768209128,0.007143462807015271,1.051196813583374
141,0.07109282374022867,0.9886807181889149,0.08721212242289288,0.9752195121951219,0.9810731707317073,0.9624065865630744,0.9784292474108154,0.007107005538862647,1.0545616149902344
142,0.07326787645738807,0.9890710382513661,0.0814411887482899,0.9773658536585366,0.9822439024390244,0.9572166848637153,0.9797801274475204,0.007070411550140061,1.0515389442443848
143,0.06873741554704137,0.9888758782201406,0.07131498963367648,0.9802926829268293,0.9863414634146341,0.9706952918706393,0.984451560489064,0.007033683215379001,1.0424773693084717
144,0.07321869329477397,0.9892661982825918,0.06871753928719497,0.9795121951219512,0.9859512195121951,0.9645944473139727,0.9839993492201439,0.006996822917828478,1.0264649391174316
145,0.07185637680079372,0.9890710382513661,0.08201493851731463,0.9765853658536585,0.9832195121951219,0.9650719362626101,0.9808878223361451,0.006959833049300376,1.0402202606201172
146,0.07367377335574277,0.9877049180327869,0.07538109414170428,0.9812682926829268,0.9875121951219512,0.9712114491087378,0.9857797077296393,0.006922716010014255,1.0316834449768066
147,0.07531400348927177,0.9890710382513661,0.08639372014417881,0.9777560975609756,0.9832195121951219,0.9511483157799516,0.9808987548631791,0.006885474208441602,1.038480520248413
148,0.07182670463273516,0.9888758782201406,0.10167015687430778,0.977170731707317,0.9826341463414634,0.9610087217118872,0.9802536083892586,0.0068481100611495534,1.702986717224121
149,0.06535568750288212,0.9890710382513661,0.08945364958483998,0.9769756097560975,0.9806829268292683,0.9471130701912138,0.9779907105290532,0.006810625992644083,0.962132453918457
150,0.06649151287942393,0.9888758782201406,0.0790449832997671,0.9818536585365853,0.9879024390243902,0.9690666439932121,0.9862284127932606,0.0067730244352126765,0.9747591018676758
151,0.07326300614342605,0.9886807181889149,0.08042995184223826,0.9777560975609756,0.9818536585365853,0.9439739250367563,0.9793211999773699,0.006735307828766513,0.9792006015777588
152,0.07565350143640949,0.9882903981264637,0.11403845542233165,0.9689756097560975,0.9748292682926829,0.952924778714735,0.9713392289083169,0.006697478620682136,0.9518914222717285
153,0.07335151941338293,0.9884855581576893,0.09432428971151026,0.9775609756097561,0.9841951219512195,0.9705904271970427,0.9820055046575454,0.0066595392656426415,0.9526445865631104
154,0.07184740211262101,0.9886807181889149,0.07475966381445164,0.9824390243902439,0.9867317073170732,0.9539318676510524,0.9848934098941966,0.0066214922254784125,0.9647502899169922
155,0.07254949050674114,0.9890710382513661,0.09360632270138439,0.9775609756097561,0.9824390243902439,0.9531933057127993,0.9800035531897682,0.006583339969007363,1.0100839138031006
156,0.07132981324918818,0.9892661982825918,0.06258422546851926,0.984780487804878,0.9892682926829268,0.9589234310814745,0.9877818957755723,0.0065450849718747366,1.087186574935913
157,0.07080114309644729,0.9886807181889149,0.07883987168858692,0.983609756097561,0.9867317073170732,0.944906572308463,0.9848946133801217,0.00650672971639248,1.1249988079071045
158,0.07273543665529456,0.9888758782201406,0.1004379148192522,0.9754146341463414,0.9806829268292683,0.9559891636398457,0.978003098880509,0.006468276691378153,1.1443660259246826
159,0.07023582560359955,0.9894613583138173,0.0813469386565976,0.9781463414634146,0.9838048780487805,0.9514077609789973,0.9815553548138345,0.006429728391993445,1.6311743259429932
160,0.06755898417385148,0.9890710382513661,0.08574042101313428,0.9793170731707317,0.9818536585365853,0.9347923256785646,0.9793390221012317,0.006391087319582263,1.058326005935669
161,0.07570193023918885,0.9884855581576893,0.0732131624163651,0.9814634146341463,0.9855609756097561,0.9475807722359921,0.9835503123402065,0.006352355981508418,1.1274299621582031
162,0.0689477424917395,0.9892661982825918,0.10295623210581338,0.9765853658536585,0.9799024390243902,0.9398850857591974,0.9770984530723604,0.006313536890992934,1.783715009689331
163,0.07236371952925855,0.9882903981264637,0.07649293454100446,0.9802926829268293,0.9857560975609756,0.9662089196161917,0.9837845149822196,0.006274632566950966,0.9979965686798096
164,0.06932564593715612,0.9888758782201406,0.09484308441673837,0.976,0.9810731707317073,0.957375602375816,0.9784474713773532,0.0062356455338283484,0.9676480293273926
165,0.07047271847784531,0.9894613583138173,0.07891141696092559,0.9820487804878049,0.9867317073170732,0.9583871311792176,0.9848961210681861,0.00619657832143779,0.9719679355621338
166,0.06675761044687016,0.9890710382513661,0.10644269279735845,0.9670243902439024,0.9719024390243902,0.9396898363128962,0.9679887723004504,0.006157433464794714,0.9751207828521729
167,0.06881513254325125,0.9886807181889149,0.08475851755607419,0.9761951219512195,0.9810731707317073,0.9492565727298704,0.97842696900314,0.006118213503952776,0.9667787551879883
168,0.06849126088917168,0.9888758782201406,0.09141616078120907,0.9744390243902439,0.9808780487804878,0.9614050463361173,0.9782157188173033,0.006078920983839031,0.9662220478057861
169,0.06809717678093438,0.9890710382513661,0.0716749792564206,0.9802926829268293,0.9851707317073171,0.9567433506914688,0.983105929896679,0.006039558454088796,0.9873766899108887
